entry_id,title,source_file,source_type,candidate_png,candidate_webp,candidate_status
H-63,Vibe Coding 命名,assets\ponchi\experiments\batches\ponchi-batch-015\H-63_base_1254x627.png,review_pending_base,H-63_candidate.png,H-63_candidate.webp,review_pending
I-1,MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-1_base_1254x627.png,review_pending_base,I-1_candidate.png,I-1_candidate.webp,review_pending
I-2,MCP Server,assets\ponchi\experiments\batches\ponchi-batch-015\I-2_base_1254x627.png,review_pending_base,I-2_candidate.png,I-2_candidate.webp,review_pending
I-3,MCP Client,assets\ponchi\experiments\batches\ponchi-batch-015\I-3_base_1254x627.png,review_pending_base,I-3_candidate.png,I-3_candidate.webp,review_pending
I-4,MCP Transport,assets\ponchi\experiments\batches\ponchi-batch-015\I-4_base_1254x627.png,review_pending_base,I-4_candidate.png,I-4_candidate.webp,review_pending
I-5,MCP SDK,assets\ponchi\experiments\batches\ponchi-batch-015\I-5_base_1254x627.png,review_pending_base,I-5_candidate.png,I-5_candidate.webp,review_pending
I-10,Filesystem MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-10_base_1254x627.png,review_pending_base,I-10_candidate.png,I-10_candidate.webp,review_pending
I-11,GitHub MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-11_base_1254x627.png,review_pending_base,I-11_candidate.png,I-11_candidate.webp,review_pending
I-12,Git MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-12_base_1254x627.png,review_pending_base,I-12_candidate.png,I-12_candidate.webp,review_pending
I-13,Slack MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-13_base_1254x627.png,review_pending_base,I-13_candidate.png,I-13_candidate.webp,review_pending
I-20,Playwright MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-20_base_1254x627.png,review_pending_base,I-20_candidate.png,I-20_candidate.webp,review_pending
I-21,Puppeteer MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-21_base_1254x627.png,review_pending_base,I-21_candidate.png,I-21_candidate.webp,review_pending
I-22,Chrome DevTools MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-22_base_1254x627.png,review_pending_base,I-22_candidate.png,I-22_candidate.webp,review_pending
I-23,Serena MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-23_base_1254x627.png,review_pending_base,I-23_candidate.png,I-23_candidate.webp,review_pending
I-24,Context7 MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-24_base_1254x627.png,review_pending_base,I-24_candidate.png,I-24_candidate.webp,review_pending
I-30,Notion MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-30_base_1254x627.png,review_pending_base,I-30_candidate.png,I-30_candidate.webp,review_pending
I-41,SQLite MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-41_base_1254x627.png,review_pending_base,I-41_candidate.png,I-41_candidate.webp,review_pending
I-50,AWS MCP,assets\ponchi\experiments\batches\ponchi-batch-015\I-50_base_1254x627.png,review_pending_base,I-50_candidate.png,I-50_candidate.webp,review_pending
I-80,自作 MCP のテンプレ,assets\ponchi\experiments\batches\ponchi-batch-015\I-80_base_1254x627.png,review_pending_base,I-80_candidate.png,I-80_candidate.webp,review_pending
I-81,MCP の登録・設定,assets\ponchi\experiments\batches\ponchi-batch-015\I-81_base_1254x627.png,review_pending_base,I-81_candidate.png,I-81_candidate.webp,review_pending
