file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-2_base_1254x627.png,H-2,1254x627,true,0.759,true,false,0.0269,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-3_base_1254x627.png,H-3,1254x627,true,0.866,true,false,0.0134,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-4_base_1254x627.png,H-4,1254x627,true,0.777,true,false,0.0558,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-5_base_1254x627.png,H-5,1254x627,true,0.840,true,false,0.1163,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-50_base_1254x627.png,H-50,1254x627,true,0.542,true,false,0.0203,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-51_base_1254x627.png,H-51,1254x627,true,0.627,true,false,0.0285,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-52_base_1254x627.png,H-52,1254x627,true,0.735,true,false,0.0636,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-53_base_1254x627.png,H-53,1254x627,true,0.762,true,false,0.1092,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-54_base_1254x627.png,H-54,1254x627,true,0.731,true,false,0.0461,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-55_base_1254x627.png,H-55,1254x627,true,0.596,true,false,0.0320,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-56_base_1254x627.png,H-56,1254x627,true,0.788,true,false,0.0774,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-57_base_1254x627.png,H-57,1254x627,true,0.784,true,false,0.0557,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-58_base_1254x627.png,H-58,1254x627,true,0.752,true,false,0.1222,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-59_base_1254x627.png,H-59,1254x627,true,0.844,true,false,0.0428,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-6_base_1254x627.png,H-6,1254x627,true,0.784,true,false,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-60_base_1254x627.png,H-60,1254x627,true,0.580,true,false,0.0375,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-61_base_1254x627.png,H-61,1254x627,true,0.828,true,false,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-62_base_1254x627.png,H-62,1254x627,true,0.666,true,false,0.0477,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-7_base_1254x627.png,H-7,1254x627,true,0.713,true,false,0.0224,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-014\H-8_base_1254x627.png,H-8,1254x627,true,0.776,true,false,0.0226,true,pass
