file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-1_overlay_1254x627.png,D-1,1254x627,true,0.902,true,true,0.0974,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-2_overlay_1254x627.png,D-2,1254x627,true,0.798,true,true,0.0974,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-3_overlay_1254x627.png,D-3,1254x627,true,0.738,true,true,0.0974,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-4_overlay_1254x627.png,D-4,1254x627,true,0.747,true,true,0.0974,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-10_overlay_1254x627.png,D-10,1254x627,true,0.878,true,true,0.0974,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-11_overlay_1254x627.png,D-11,1254x627,true,0.819,true,true,0.0974,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-12_overlay_1254x627.png,D-12,1254x627,true,0.899,true,true,0.0974,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-13_overlay_1254x627.png,D-13,1254x627,true,0.770,true,true,0.0974,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-14_overlay_1254x627.png,D-14,1254x627,true,0.813,true,true,0.1148,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-20_overlay_1254x627.png,D-20,1254x627,true,0.872,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-21_overlay_1254x627.png,D-21,1254x627,true,0.848,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-22_overlay_1254x627.png,D-22,1254x627,true,0.836,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-23_overlay_1254x627.png,D-23,1254x627,true,0.841,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-24_overlay_1254x627.png,D-24,1254x627,true,0.848,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-25_overlay_1254x627.png,D-25,1254x627,true,0.879,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-26_overlay_1254x627.png,D-26,1254x627,true,0.860,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-30_overlay_1254x627.png,D-30,1254x627,true,0.775,true,true,0.0558,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-35_overlay_1254x627.png,D-35,1254x627,true,0.864,true,true,0.1299,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-40_overlay_1254x627.png,D-40,1254x627,true,0.886,true,true,0.0784,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-005\D-41_overlay_1254x627.png,D-41,1254x627,true,0.910,true,true,0.0900,true,pass
