file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-10_base_1254x627.png,C-10,1254x627,true,0.840,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-11_base_1254x627.png,C-11,1254x627,true,0.807,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-12_base_1254x627.png,C-12,1254x627,true,0.771,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-13_base_1254x627.png,C-13,1254x627,true,0.816,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-14_base_1254x627.png,C-14,1254x627,true,0.770,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-50_base_1254x627.png,C-50,1254x627,true,0.766,true,false,0.0188,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-51_base_1254x627.png,C-51,1254x627,true,0.812,true,false,0.0731,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-52_base_1254x627.png,C-52,1254x627,true,0.883,true,false,0.1336,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-53_base_1254x627.png,C-53,1254x627,true,0.893,true,false,0.0773,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-54_base_1254x627.png,C-54,1254x627,true,0.685,true,false,0.0128,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-55_base_1254x627.png,C-55,1254x627,true,0.733,true,false,0.1412,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-56_base_1254x627.png,C-56,1254x627,true,0.834,true,false,0.1407,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-57_base_1254x627.png,C-57,1254x627,true,0.734,true,false,0.0156,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-58_base_1254x627.png,C-58,1254x627,true,0.894,true,false,0.0740,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-59_base_1254x627.png,C-59,1254x627,true,0.884,true,false,0.1089,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-60_base_1254x627.png,C-60,1254x627,true,0.783,true,false,0.0092,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-80_base_1254x627.png,C-80,1254x627,true,0.582,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-81_base_1254x627.png,C-81,1254x627,true,0.839,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-82_base_1254x627.png,C-82,1254x627,true,0.777,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-004\C-83_base_1254x627.png,C-83,1254x627,true,0.683,true,true,0.0000,true,pass
