file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\A-10_base_1254x627.png,A-10,1254x627,true,0.939,true,false,0.1480,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\A-2_base_1254x627.png,A-2,1254x627,true,0.885,true,false,0.1180,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\A-4_base_1254x627.png,A-4,1254x627,true,0.924,true,false,0.1088,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\B-1_base_1254x627.png,B-1,1254x627,true,0.886,true,true,0.0649,false,review
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\B-9_base_1254x627.png,B-9,1254x627,true,0.906,true,true,0.1223,false,review
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\H-50_base_1254x627.png,H-50,1254x627,true,0.853,true,false,0.1699,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\H-63_base_1254x627.png,H-63,1254x627,true,0.844,true,false,0.1785,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\I-11_base_1254x627.png,I-11,1254x627,true,0.932,true,false,0.1228,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\I-13_base_1254x627.png,I-13,1254x627,true,0.926,true,false,0.0961,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\I-23_base_1254x627.png,I-23,1254x627,true,0.913,true,false,0.1249,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\I-41_base_1254x627.png,I-41,1254x627,true,0.917,true,false,0.1720,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\I-50_base_1254x627.png,I-50,1254x627,true,0.921,true,false,0.1138,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\I-81_base_1254x627.png,I-81,1254x627,true,0.910,true,false,0.1270,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\J-10_base_1254x627.png,J-10,1254x627,true,0.856,true,false,0.1393,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\J-13_base_1254x627.png,J-13,1254x627,true,0.926,true,false,0.1663,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\J-15_base_1254x627.png,J-15,1254x627,true,0.900,true,false,0.1022,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\J-3_base_1254x627.png,J-3,1254x627,true,0.901,true,false,0.1412,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\J-33_base_1254x627.png,J-33,1254x627,true,0.882,true,false,0.1528,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\J-53_base_1254x627.png,J-53,1254x627,true,0.871,true,false,0.1140,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-004\J-54_base_1254x627.png,J-54,1254x627,true,0.887,true,false,0.0753,true,pass
