file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-22_base_1254x627.png,G-22,1254x627,true,0.839,true,false,0.0483,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-23_base_1254x627.png,G-23,1254x627,true,0.695,true,false,0.0666,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-30_base_1254x627.png,G-30,1254x627,true,0.802,true,false,0.0355,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-31_base_1254x627.png,G-31,1254x627,true,0.526,true,false,0.0158,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-32_base_1254x627.png,G-32,1254x627,true,0.549,true,false,0.0266,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-33_base_1254x627.png,G-33,1254x627,true,0.634,true,false,0.0209,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-34_base_1254x627.png,G-34,1254x627,true,0.622,true,false,0.0142,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-35_base_1254x627.png,G-35,1254x627,true,0.833,true,false,0.0076,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-36_base_1254x627.png,G-36,1254x627,true,0.842,true,false,0.1243,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-38_base_1254x627.png,G-38,1254x627,true,0.735,true,false,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-39_base_1254x627.png,G-39,1254x627,true,0.668,true,false,0.0295,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-40_base_1254x627.png,G-40,1254x627,true,0.779,true,false,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-41_base_1254x627.png,G-41,1254x627,true,0.669,true,false,0.0422,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-42_base_1254x627.png,G-42,1254x627,true,0.745,true,false,0.0549,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-43_base_1254x627.png,G-43,1254x627,true,0.857,true,false,0.0044,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-44_base_1254x627.png,G-44,1254x627,true,0.811,true,false,0.0947,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-45_base_1254x627.png,G-45,1254x627,true,0.795,true,false,0.1239,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-46_base_1254x627.png,G-46,1254x627,true,0.887,true,false,0.0805,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\G-47_base_1254x627.png,G-47,1254x627,true,0.776,true,false,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-013\H-1_base_1254x627.png,H-1,1254x627,true,0.761,true,false,0.0077,true,pass
