batch_id,entry_id,title,candidate_file,audited_file,audit_source_type,candidate_status,source_type,size,inspected_pixels,disallowed_pixels,disallowed_ratio,disallowed_bbox,dominant_disallowed,status,notes
lightweight-regen-002,A-1,,assets/ponchi/experiments/batches/lightweight-regen-002/A-1_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/A-1_base_1254x627.png,direct_image,,,1254x627,786258,14490,0.018429,"3,30,1233,540",blue:12876;neutral:1011;purple:298;dark:280;magenta:10,review,
lightweight-regen-002,A-7,,assets/ponchi/experiments/batches/lightweight-regen-002/A-7_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/A-7_base_1254x627.png,direct_image,,,1254x627,786258,8353,0.010624,"9,31,1237,568",blue:5944;dark:1785;neutral:493;purple:79;orange:39,review,
lightweight-regen-002,I-10,,assets/ponchi/experiments/batches/lightweight-regen-002/I-10_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/I-10_base_1254x627.png,direct_image,,,1254x627,786258,23713,0.030159,"11,11,1230,574",blue:18747;neutral:3487;dark:1196;purple:208;orange:46,fail,
lightweight-regen-002,I-22,,assets/ponchi/experiments/batches/lightweight-regen-002/I-22_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/I-22_base_1254x627.png,direct_image,,,1254x627,786258,16167,0.020562,"7,39,1229,524",blue:11869;neutral:3713;dark:236;purple:191;orange:104,fail,
lightweight-regen-002,I-24,,assets/ponchi/experiments/batches/lightweight-regen-002/I-24_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/I-24_base_1254x627.png,direct_image,,,1254x627,786258,14060,0.017882,"9,43,1234,516",blue:11824;dark:1101;neutral:811;purple:248;orange:43,review,
lightweight-regen-002,I-80,,assets/ponchi/experiments/batches/lightweight-regen-002/I-80_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/I-80_base_1254x627.png,direct_image,,,1254x627,786258,13014,0.016552,"5,34,1231,520",blue:10122;neutral:2460;purple:244;dark:142;orange:25,review,
lightweight-regen-002,J-1,,assets/ponchi/experiments/batches/lightweight-regen-002/J-1_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-1_base_1254x627.png,direct_image,,,1254x627,786258,10381,0.013203,"7,25,1225,550",blue:8774;dark:724;neutral:600;purple:200;orange:58,review,
lightweight-regen-002,J-16,,assets/ponchi/experiments/batches/lightweight-regen-002/J-16_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-16_base_1254x627.png,direct_image,,,1254x627,786258,10011,0.012732,"14,21,1220,589",blue:8626;purple:712;neutral:425;dark:225;orange:9,review,
lightweight-regen-002,J-2,,assets/ponchi/experiments/batches/lightweight-regen-002/J-2_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-2_base_1254x627.png,direct_image,,,1254x627,786258,12430,0.015809,"14,26,1225,550",blue:11319;dark:499;neutral:436;purple:119;orange:32,review,
lightweight-regen-002,J-21,,assets/ponchi/experiments/batches/lightweight-regen-002/J-21_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-21_base_1254x627.png,direct_image,,,1254x627,786258,8571,0.010901,"3,29,1233,577",blue:7398;dark:867;neutral:197;purple:70;orange:24,review,
