file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\H-63_base_1254x627.png,H-63,1254x627,true,1.000,true,false,0.0460,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-1_base_1254x627.png,I-1,1254x627,true,1.000,true,false,0.0475,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-10_base_1254x627.png,I-10,1254x627,true,1.000,true,false,0.0460,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-11_base_1254x627.png,I-11,1254x627,true,1.000,true,false,0.1571,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-12_base_1254x627.png,I-12,1254x627,true,1.000,true,false,0.0599,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-13_base_1254x627.png,I-13,1254x627,true,1.000,true,false,0.0740,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-2_base_1254x627.png,I-2,1254x627,true,1.000,true,false,0.0460,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-20_base_1254x627.png,I-20,1254x627,true,1.000,true,false,0.0599,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-21_base_1254x627.png,I-21,1254x627,true,1.000,true,false,0.1469,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-22_base_1254x627.png,I-22,1254x627,true,1.000,true,false,0.0802,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-23_base_1254x627.png,I-23,1254x627,true,1.000,true,false,0.0767,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-24_base_1254x627.png,I-24,1254x627,true,1.000,true,false,0.0653,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-3_base_1254x627.png,I-3,1254x627,true,1.000,true,false,0.0460,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-30_base_1254x627.png,I-30,1254x627,true,1.000,true,false,0.1363,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-4_base_1254x627.png,I-4,1254x627,true,1.000,true,false,0.0641,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-41_base_1254x627.png,I-41,1254x627,true,1.000,true,false,0.0592,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-5_base_1254x627.png,I-5,1254x627,true,1.000,true,false,0.0663,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-50_base_1254x627.png,I-50,1254x627,true,1.000,true,false,0.0617,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-80_base_1254x627.png,I-80,1254x627,true,1.000,true,false,0.0460,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-015\I-81_base_1254x627.png,I-81,1254x627,true,1.000,true,false,0.0460,true,pass
