file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\B-2_base_1254x627.png,B-2,1254x627,true,0.838,true,true,0.0870,false,review
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\B-3_base_1254x627.png,B-3,1254x627,true,0.863,true,true,0.0783,false,review
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\B-4_base_1254x627.png,B-4,1254x627,true,0.841,true,true,0.0496,false,review
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\B-5_base_1254x627.png,B-5,1254x627,true,0.847,true,true,0.1210,false,review
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\B-6_base_1254x627.png,B-6,1254x627,true,0.833,true,true,0.0844,false,review
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\B-7_base_1254x627.png,B-7,1254x627,true,0.708,true,true,0.0272,false,review
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\I-2_base_1254x627.png,I-2,1254x627,true,0.808,true,false,0.0605,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\I-21_base_1254x627.png,I-21,1254x627,true,0.799,true,false,0.0762,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\I-3_base_1254x627.png,I-3,1254x627,true,0.822,true,false,0.0624,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\I-4_base_1254x627.png,I-4,1254x627,true,0.765,true,false,0.0494,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\I-5_base_1254x627.png,I-5,1254x627,true,0.821,true,false,0.0779,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-100_base_1254x627.png,J-100,1254x627,true,0.844,true,false,0.0658,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-19_base_1254x627.png,J-19,1254x627,true,0.900,true,false,0.1119,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-4_base_1254x627.png,J-4,1254x627,true,0.888,true,false,0.1341,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-80_base_1254x627.png,J-80,1254x627,true,0.950,true,false,0.1036,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-81_base_1254x627.png,J-81,1254x627,true,0.810,true,false,0.0646,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-90_base_1254x627.png,J-90,1254x627,true,0.904,true,false,0.1153,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-91_base_1254x627.png,J-91,1254x627,true,0.809,true,false,0.0581,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-92_base_1254x627.png,J-92,1254x627,true,0.806,true,false,0.0905,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-001\J-93_base_1254x627.png,J-93,1254x627,true,0.829,true,false,0.1759,true,pass
