file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-100_base_1254x627.png,J-100,1254x627,true,1.000,true,false,0.0460,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-77_base_1254x627.png,J-77,1254x627,true,1.000,true,false,0.0710,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-78_base_1254x627.png,J-78,1254x627,true,1.000,true,false,0.0789,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-79_base_1254x627.png,J-79,1254x627,true,1.000,true,false,0.0701,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-80_base_1254x627.png,J-80,1254x627,true,1.000,true,false,0.0460,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-81_base_1254x627.png,J-81,1254x627,true,1.000,true,false,0.0460,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-90_base_1254x627.png,J-90,1254x627,true,1.000,true,false,0.2657,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-91_base_1254x627.png,J-91,1254x627,true,1.000,true,false,0.0880,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-92_base_1254x627.png,J-92,1254x627,true,1.000,true,false,0.0813,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-018\J-93_base_1254x627.png,J-93,1254x627,true,1.000,true,false,0.0460,true,pass
