file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\A-11_base_1254x627.png,A-11,1254x627,true,0.907,true,false,0.1030,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\A-3_base_1254x627.png,A-3,1254x627,true,0.842,true,false,0.1120,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\A-5_base_1254x627.png,A-5,1254x627,true,0.903,true,false,0.1185,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\A-6_base_1254x627.png,A-6,1254x627,true,0.923,true,false,0.1466,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\A-8_base_1254x627.png,A-8,1254x627,true,0.905,true,false,0.0862,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\H-62_base_1254x627.png,H-62,1254x627,true,0.897,true,false,0.1504,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\I-1_base_1254x627.png,I-1,1254x627,true,0.910,true,false,0.1486,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\I-12_base_1254x627.png,I-12,1254x627,true,0.924,true,false,0.1133,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\I-20_base_1254x627.png,I-20,1254x627,true,0.936,true,false,0.1589,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\I-30_base_1254x627.png,I-30,1254x627,true,0.917,true,false,0.0712,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-18_base_1254x627.png,J-18,1254x627,true,0.860,true,false,0.0757,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-31_base_1254x627.png,J-31,1254x627,true,0.869,true,false,0.1552,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-51_base_1254x627.png,J-51,1254x627,true,0.945,true,false,0.0840,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-55_base_1254x627.png,J-55,1254x627,true,0.887,true,false,0.1058,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-71_base_1254x627.png,J-71,1254x627,true,0.925,true,false,0.1888,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-74_base_1254x627.png,J-74,1254x627,true,0.897,true,false,0.2182,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-75_base_1254x627.png,J-75,1254x627,true,0.944,true,false,0.1657,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-76_base_1254x627.png,J-76,1254x627,true,0.871,true,false,0.0910,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-77_base_1254x627.png,J-77,1254x627,true,0.870,true,false,0.1211,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\lightweight-regen-003\J-79_base_1254x627.png,J-79,1254x627,true,0.871,true,false,0.0727,true,pass
