file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-42_base_1254x627.png,D-42,1254x627,true,0.833,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-43_base_1254x627.png,D-43,1254x627,true,0.783,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-44_base_1254x627.png,D-44,1254x627,true,0.769,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-45_base_1254x627.png,D-45,1254x627,true,0.875,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-46_base_1254x627.png,D-46,1254x627,true,0.711,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-47_base_1254x627.png,D-47,1254x627,true,0.758,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-50_base_1254x627.png,D-50,1254x627,true,0.741,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-51_base_1254x627.png,D-51,1254x627,true,0.736,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-52_base_1254x627.png,D-52,1254x627,true,0.777,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-53_base_1254x627.png,D-53,1254x627,true,0.790,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-54_base_1254x627.png,D-54,1254x627,true,0.828,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-55_base_1254x627.png,D-55,1254x627,true,0.710,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-56_base_1254x627.png,D-56,1254x627,true,0.792,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-57_base_1254x627.png,D-57,1254x627,true,0.800,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-58_base_1254x627.png,D-58,1254x627,true,0.826,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-60_base_1254x627.png,D-60,1254x627,true,0.841,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-70_base_1254x627.png,D-70,1254x627,true,0.749,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-71_base_1254x627.png,D-71,1254x627,true,0.576,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\E-1_base_1254x627.png,E-1,1254x627,true,0.845,true,false,0.0665,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\E-2_base_1254x627.png,E-2,1254x627,true,0.743,true,false,0.0931,true,pass
