file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-42_overlay_1254x627.png,D-42,1254x627,true,0.844,true,true,0.1493,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-43_overlay_1254x627.png,D-43,1254x627,true,0.848,true,true,0.1092,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-44_overlay_1254x627.png,D-44,1254x627,true,0.814,true,true,0.2043,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-45_overlay_1254x627.png,D-45,1254x627,true,0.873,true,true,0.0923,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-46_overlay_1254x627.png,D-46,1254x627,true,0.804,true,true,0.0919,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-47_overlay_1254x627.png,D-47,1254x627,true,0.817,true,true,0.0919,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-50_overlay_1254x627.png,D-50,1254x627,true,0.808,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-51_overlay_1254x627.png,D-51,1254x627,true,0.782,true,true,0.1217,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-52_overlay_1254x627.png,D-52,1254x627,true,0.860,true,true,0.1685,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-53_overlay_1254x627.png,D-53,1254x627,true,0.823,true,true,0.1493,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-54_overlay_1254x627.png,D-54,1254x627,true,0.890,true,true,0.1216,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-55_overlay_1254x627.png,D-55,1254x627,true,0.821,true,true,0.0544,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-57_overlay_1254x627.png,D-57,1254x627,true,0.854,true,true,0.0653,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-58_overlay_1254x627.png,D-58,1254x627,true,0.853,true,true,0.0359,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-60_overlay_1254x627.png,D-60,1254x627,true,0.761,true,true,0.1217,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-70_overlay_1254x627.png,D-70,1254x627,true,0.905,true,true,0.1412,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-006\D-71_overlay_1254x627.png,D-71,1254x627,true,0.815,true,true,0.1685,true,pass
