batch_id,entry_id,title,candidate_file,audited_file,audit_source_type,candidate_status,source_type,size,inspected_pixels,disallowed_pixels,disallowed_ratio,disallowed_bbox,dominant_disallowed,status,notes
lightweight-regen-004,A-10,,assets/ponchi/experiments/batches/lightweight-regen-004/A-10_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/A-10_base_1254x627.png,direct_image,,,1254x627,786258,16585,0.021094,"8,16,1242,584",blue:12162;neutral:3577;dark:630;purple:211;magenta:3,fail,
lightweight-regen-004,A-2,,assets/ponchi/experiments/batches/lightweight-regen-004/A-2_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/A-2_base_1254x627.png,direct_image,,,1254x627,786258,8662,0.011017,"1,30,1242,551",blue:8032;dark:320;neutral:201;purple:83;orange:18,review,
lightweight-regen-004,A-4,,assets/ponchi/experiments/batches/lightweight-regen-004/A-4_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/A-4_base_1254x627.png,direct_image,,,1254x627,786258,11418,0.014522,"20,34,1225,579",blue:10303;dark:444;neutral:389;purple:223;orange:33,review,
lightweight-regen-004,B-1,,assets/ponchi/experiments/batches/lightweight-regen-004/B-1_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/B-1_base_1254x627.png,direct_image,,,1254x627,786258,9269,0.011789,"0,46,1247,549",blue:8207;dark:480;neutral:293;purple:182;orange:63,review,
lightweight-regen-004,B-9,,assets/ponchi/experiments/batches/lightweight-regen-004/B-9_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/B-9_base_1254x627.png,direct_image,,,1254x627,786258,9191,0.011690,"0,31,1252,561",blue:6349;neutral:2583;dark:138;purple:100;orange:8,review,
lightweight-regen-004,H-50,,assets/ponchi/experiments/batches/lightweight-regen-004/H-50_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/H-50_base_1254x627.png,direct_image,,,1254x627,786258,12604,0.016030,"28,40,1197,546",blue:11514;dark:513;neutral:442;purple:125;orange:5,review,
lightweight-regen-004,H-63,,assets/ponchi/experiments/batches/lightweight-regen-004/H-63_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/H-63_base_1254x627.png,direct_image,,,1254x627,786258,5100,0.006486,"9,49,1220,531",blue:4753;neutral:209;dark:122;purple:14;cyan_teal:2,pass,
lightweight-regen-004,I-11,,assets/ponchi/experiments/batches/lightweight-regen-004/I-11_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/I-11_base_1254x627.png,direct_image,,,1254x627,786258,12928,0.016442,"10,35,1234,578",blue:11837;neutral:527;purple:262;dark:249;orange:24,review,
lightweight-regen-004,I-13,,assets/ponchi/experiments/batches/lightweight-regen-004/I-13_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/I-13_base_1254x627.png,direct_image,,,1254x627,786258,12256,0.015588,"5,18,1236,575",blue:10533;neutral:1062;dark:283;purple:207;orange:114,review,
lightweight-regen-004,I-23,,assets/ponchi/experiments/batches/lightweight-regen-004/I-23_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/I-23_base_1254x627.png,direct_image,,,1254x627,786258,12756,0.016224,"9,18,1226,573",blue:10760;neutral:1294;dark:448;purple:202;orange:31,review,
lightweight-regen-004,I-41,,assets/ponchi/experiments/batches/lightweight-regen-004/I-41_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/I-41_base_1254x627.png,direct_image,,,1254x627,786258,13091,0.016650,"9,26,1230,576",blue:11290;dark:1052;neutral:425;purple:278;orange:24,review,
lightweight-regen-004,I-50,,assets/ponchi/experiments/batches/lightweight-regen-004/I-50_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/I-50_base_1254x627.png,direct_image,,,1254x627,786258,10470,0.013316,"13,11,1213,578",blue:8967;neutral:654;dark:431;purple:300;orange:59,review,
lightweight-regen-004,I-81,,assets/ponchi/experiments/batches/lightweight-regen-004/I-81_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/I-81_base_1254x627.png,direct_image,,,1254x627,786258,15608,0.019851,"7,24,1236,571",blue:13282;neutral:1271;dark:792;purple:163;orange:58,review,
lightweight-regen-004,J-10,,assets/ponchi/experiments/batches/lightweight-regen-004/J-10_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/J-10_base_1254x627.png,direct_image,,,1254x627,786258,14478,0.018414,"21,30,1194,556",blue:13345;dark:580;neutral:285;purple:170;orange:67,review,
lightweight-regen-004,J-13,,assets/ponchi/experiments/batches/lightweight-regen-004/J-13_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-004/J-13_base_1254x627.png,direct_image,,,1254x627,786258,17222,0.021904,"10,18,1230,584",blue:14169;purple:1720;neutral:970;dark:334;magenta:12,fail,
