batch_id,entry_id,title,candidate_file,audited_file,audit_source_type,candidate_status,source_type,size,inspected_pixels,disallowed_pixels,disallowed_ratio,disallowed_bbox,dominant_disallowed,status,notes
lightweight-regen-005,A-9,,assets/ponchi/experiments/batches/lightweight-regen-005/A-9_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/A-9_base_1254x627.png,direct_image,,,1254x627,786258,8774,0.011159,"1,28,1243,578",blue:6816;neutral:1731;purple:126;dark:84;cyan_teal:6,review,
lightweight-regen-005,B-28,,assets/ponchi/experiments/batches/lightweight-regen-005/B-28_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/B-28_base_1254x627.png,direct_image,,,1254x627,786258,15356,0.019530,"8,71,1232,511",blue:14028;neutral:621;purple:260;dark:175;orange:173,review,
lightweight-regen-005,B-8,,assets/ponchi/experiments/batches/lightweight-regen-005/B-8_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/B-8_base_1254x627.png,direct_image,,,1254x627,786258,8016,0.010195,"0,27,1238,550",blue:6537;neutral:752;dark:444;purple:215;orange:32,review,
lightweight-regen-005,D-51,,assets/ponchi/experiments/batches/lightweight-regen-005/D-51_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/D-51_base_1254x627.png,direct_image,,,1254x627,786258,8241,0.010481,"4,46,1233,545",blue:7512;dark:310;neutral:287;purple:97;orange:21,review,
lightweight-regen-005,D-60,,assets/ponchi/experiments/batches/lightweight-regen-005/D-60_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/D-60_base_1254x627.png,direct_image,,,1254x627,786258,9417,0.011977,"4,40,1242,562",blue:7711;dark:1274;neutral:312;purple:76;orange:27,review,
lightweight-regen-005,J-11,,assets/ponchi/experiments/batches/lightweight-regen-005/J-11_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/J-11_base_1254x627.png,direct_image,,,1254x627,786258,12706,0.016160,"10,25,1233,569",blue:10846;neutral:1283;dark:410;purple:148;orange:15,review,
lightweight-regen-005,J-14,,assets/ponchi/experiments/batches/lightweight-regen-005/J-14_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/J-14_base_1254x627.png,direct_image,,,1254x627,786258,18157,0.023093,"20,29,1212,581",blue:15813;neutral:1548;dark:434;purple:264;orange:59,fail,
lightweight-regen-005,J-17,,assets/ponchi/experiments/batches/lightweight-regen-005/J-17_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/J-17_base_1254x627.png,direct_image,,,1254x627,786258,16387,0.020842,"14,33,1217,548",blue:12224;neutral:3344;dark:536;purple:260;orange:10,fail,
lightweight-regen-005,J-20,,assets/ponchi/experiments/batches/lightweight-regen-005/J-20_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/J-20_base_1254x627.png,direct_image,,,1254x627,786258,7395,0.009405,"18,36,1213,569",blue:6120;neutral:759;dark:342;orange:69;purple:68,pass,
lightweight-regen-005,J-40,,assets/ponchi/experiments/batches/lightweight-regen-005/J-40_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/J-40_base_1254x627.png,direct_image,,,1254x627,786258,7766,0.009877,"15,24,1206,564",blue:6696;dark:518;neutral:358;purple:96;orange:61,pass,
lightweight-regen-005,J-43,,assets/ponchi/experiments/batches/lightweight-regen-005/J-43_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/J-43_base_1254x627.png,direct_image,,,1254x627,786258,7706,0.009801,"12,23,1242,550",blue:6457;dark:556;neutral:512;purple:152;orange:15,pass,
lightweight-regen-005,J-78,,assets/ponchi/experiments/batches/lightweight-regen-005/J-78_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-005/J-78_base_1254x627.png,direct_image,,,1254x627,786258,11271,0.014335,"28,30,1201,553",blue:6514;dark:2741;neutral:1718;orange:140;purple:117,review,
