file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-10_base_1254x627.png,F-10,1254x627,true,0.780,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-11_base_1254x627.png,F-11,1254x627,true,0.889,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-12_base_1254x627.png,F-12,1254x627,true,0.687,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-13_base_1254x627.png,F-13,1254x627,true,0.748,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-14_base_1254x627.png,F-14,1254x627,true,0.682,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-15_base_1254x627.png,F-15,1254x627,true,0.872,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-16_base_1254x627.png,F-16,1254x627,true,0.882,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-17_base_1254x627.png,F-17,1254x627,true,0.767,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-20_base_1254x627.png,F-20,1254x627,true,0.808,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-21_base_1254x627.png,F-21,1254x627,true,0.785,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-30_base_1254x627.png,F-30,1254x627,true,0.860,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-34_base_1254x627.png,F-34,1254x627,true,0.782,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-35_base_1254x627.png,F-35,1254x627,true,0.830,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-36_base_1254x627.png,F-36,1254x627,true,0.799,true,true,0.0000,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-4_base_1254x627.png,F-4,1254x627,true,0.768,true,false,0.0929,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-5_base_1254x627.png,F-5,1254x627,true,0.813,true,false,0.2004,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-6_base_1254x627.png,F-6,1254x627,true,0.686,true,false,0.0661,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-7_base_1254x627.png,F-7,1254x627,true,0.778,true,false,0.0802,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-8_base_1254x627.png,F-8,1254x627,true,0.735,true,false,0.0328,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-008\F-9_base_1254x627.png,F-9,1254x627,true,0.718,true,false,0.0320,true,pass
