file,entry_id,size,size_ok,bbox_coverage,density_ok,clearspace_required,clearspace_ink_ratio,clearspace_ok,status
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-10_overlay_1254x627.png,B-10,1254x627,true,0.818,true,true,0.1167,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-11_overlay_1254x627.png,B-11,1254x627,true,0.811,true,true,0.1072,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-12_overlay_1254x627.png,B-12,1254x627,true,0.687,true,true,0.1207,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-13_overlay_1254x627.png,B-13,1254x627,true,0.847,true,true,0.1145,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-14_overlay_1254x627.png,B-14,1254x627,true,0.828,true,true,0.1760,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-15_overlay_1254x627.png,B-15,1254x627,true,0.850,true,true,0.1494,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-16_overlay_1254x627.png,B-16,1254x627,true,0.794,true,true,0.1627,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-17_overlay_1254x627.png,B-17,1254x627,true,0.770,true,true,0.1553,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-18_overlay_1254x627.png,B-18,1254x627,true,0.800,true,true,0.1848,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-20_overlay_1254x627.png,B-20,1254x627,true,0.844,true,true,0.1305,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-21_overlay_1254x627.png,B-21,1254x627,true,0.858,true,true,0.0678,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-22_overlay_1254x627.png,B-22,1254x627,true,0.811,true,true,0.0855,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-24_overlay_1254x627.png,B-24,1254x627,true,0.813,true,true,0.1372,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-25_overlay_1254x627.png,B-25,1254x627,true,0.802,true,true,0.1273,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-26_overlay_1254x627.png,B-26,1254x627,true,0.813,true,true,0.1783,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-27_overlay_1254x627.png,B-27,1254x627,true,0.797,true,true,0.0406,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-28_overlay_1254x627.png,B-28,1254x627,true,0.793,true,true,0.1020,true,pass
D:\dev\VibeCodingDictionary\assets\ponchi\experiments\batches\ponchi-batch-002\B-29_overlay_1254x627.png,B-29,1254x627,true,0.827,true,true,0.1089,true,pass
