entry_id,title,source_file,source_type,candidate_png,candidate_webp,candidate_status
J-77,GPU (概念),assets\ponchi\experiments\batches\ponchi-batch-018\J-77_base_1254x627.png,review_pending_base,J-77_candidate.png,J-77_candidate.webp,review_pending
J-78,HDD,assets\ponchi\experiments\batches\ponchi-batch-018\J-78_base_1254x627.png,review_pending_base,J-78_candidate.png,J-78_candidate.webp,review_pending
J-79,SSD,assets\ponchi\experiments\batches\ponchi-batch-018\J-79_base_1254x627.png,review_pending_base,J-79_candidate.png,J-79_candidate.webp,review_pending
J-80,SATA,assets\ponchi\experiments\batches\ponchi-batch-018\J-80_base_1254x627.png,review_pending_base,J-80_candidate.png,J-80_candidate.webp,review_pending
J-81,M.2,assets\ponchi\experiments\batches\ponchi-batch-018\J-81_base_1254x627.png,review_pending_base,J-81_candidate.png,J-81_candidate.webp,review_pending
J-90,GUI,assets\ponchi\experiments\batches\ponchi-batch-018\J-90_base_1254x627.png,review_pending_base,J-90_candidate.png,J-90_candidate.webp,review_pending
J-91,CLI,assets\ponchi\experiments\batches\ponchi-batch-018\J-91_base_1254x627.png,review_pending_base,J-91_candidate.png,J-91_candidate.webp,review_pending
J-92,Linux,assets\ponchi\experiments\batches\ponchi-batch-018\J-92_base_1254x627.png,review_pending_base,J-92_candidate.png,J-92_candidate.webp,review_pending
J-93,Ubuntu,assets\ponchi\experiments\batches\ponchi-batch-018\J-93_base_1254x627.png,review_pending_base,J-93_candidate.png,J-93_candidate.webp,review_pending
J-100,識字（リテラシー）,assets\ponchi\experiments\batches\ponchi-batch-018\J-100_base_1254x627.png,review_pending_base,J-100_candidate.png,J-100_candidate.webp,review_pending
